2023-10-05 12:02:07 
Array
(
    [a] => 1
)

2023-10-05 12:38:43 
Array
(
    [a] => 1
)
 192.168.9.126
2023-10-05 12:41:02 
test	192.168.9.126
2023-10-05 12:42:10 	test	192.168.9.126
2023-10-05 12:48:29 	test	192.168.9.126	Десктоп
2023-12-04 00:31:07 	Создан заказ	193.233.121.31	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.2470 YaBrowser/23.11.0.2470 Yowser/2.5 Safari/537.36
2023-12-04 00:31:11 	Создан заказ	193.233.121.31	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.2470 YaBrowser/23.11.0.2470 Yowser/2.5 Safari/537.36
2023-12-04 00:32:36 	Создан заказ	193.233.121.31	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.2470 YaBrowser/23.11.0.2470 Yowser/2.5 Safari/537.36
2023-12-04 00:32:38 	Создан заказ	193.233.121.31	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.2470 YaBrowser/23.11.0.2470 Yowser/2.5 Safari/537.36
2023-12-04 00:32:43 	Создан заказ	193.233.121.31	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.2470 YaBrowser/23.11.0.2470 Yowser/2.5 Safari/537.36
2023-12-04 00:33:05 	Создан заказ	193.233.121.31	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.2470 YaBrowser/23.11.0.2470 Yowser/2.5 Safari/537.36
2023-12-04 00:33:07 	Создан заказ	193.233.121.31	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.2470 YaBrowser/23.11.0.2470 Yowser/2.5 Safari/537.36
2023-12-04 00:33:18 	Создан заказ	193.233.121.31	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.2470 YaBrowser/23.11.0.2470 Yowser/2.5 Safari/537.36
2023-12-04 05:58:50 	Whatsapp	188.255.100.99	Мобильный	Mozilla/5.0 (Linux; Android 12; M2102J20SG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.163 Mobile Safari/537.36
2023-12-04 07:36:46 	Создан заказ	178.176.218.240	Мобильный	Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Mobile/15E148 Safari/604.1
2023-12-04 07:37:08 	Создан заказ	178.176.218.240	Мобильный	Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Mobile/15E148 Safari/604.1
2023-12-04 07:37:11 	Создан заказ	178.176.218.240	Мобильный	Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Mobile/15E148 Safari/604.1
2023-12-04 08:51:07 	Создан заказ	5.183.180.35	Десктоп	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.2470 YaBrowser/23.11.0.2470 Yowser/2.5 Safari/537.36
2023-12-04 08:51:24 	Создан заказ	5.183.180.35	Десктоп	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.2470 YaBrowser/23.11.0.2470 Yowser/2.5 Safari/537.36
2023-12-04 08:53:35 	Создан заказ	5.183.180.35	Десктоп	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.2470 YaBrowser/23.11.0.2470 Yowser/2.5 Safari/537.36
2023-12-04 09:08:34 	Создан заказ	185.183.12.13	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.2470 YaBrowser/23.11.0.2470 Yowser/2.5 Safari/537.36
2023-12-04 09:09:53 	Создан заказ	185.183.12.13	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.2470 YaBrowser/23.11.0.2470 Yowser/2.5 Safari/537.36
2023-12-04 09:10:24 	Создан заказ	185.183.12.13	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.2470 YaBrowser/23.11.0.2470 Yowser/2.5 Safari/537.36
2023-12-04 09:29:22 	Whatsapp	94.25.172.230	Мобильный	Mozilla/5.0 (Linux; Android 11; Redmi Note 11) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.163 Mobile Safari/537.44
2023-12-04 09:44:42 	Создан заказ	85.249.167.237	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36
2023-12-04 09:45:43 	Создан заказ	85.249.167.237	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36
2023-12-04 09:46:35 	Создан заказ	85.249.167.237	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36
2023-12-04 09:53:27 	Создан заказ	95.25.134.97	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.2470 YaBrowser/23.11.0.2470 Yowser/2.5 Safari/537.36
2023-12-04 09:53:39 	Создан заказ	95.25.134.97	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.2470 YaBrowser/23.11.0.2470 Yowser/2.5 Safari/537.36
2023-12-04 09:54:31 	Создан заказ	95.25.134.97	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.2470 YaBrowser/23.11.0.2470 Yowser/2.5 Safari/537.36
2023-12-04 10:07:39 	Создан заказ	46.158.165.221	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36
2023-12-04 10:08:12 	Создан заказ	95.25.134.97	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.2470 YaBrowser/23.11.0.2470 Yowser/2.5 Safari/537.36
2023-12-04 10:08:16 	Создан заказ	95.25.134.97	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.2470 YaBrowser/23.11.0.2470 Yowser/2.5 Safari/537.36
2023-12-04 10:08:22 	Создан заказ	95.25.134.97	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.2470 YaBrowser/23.11.0.2470 Yowser/2.5 Safari/537.36
2023-12-04 10:08:43 	Создан заказ	46.158.165.221	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36
2023-12-04 10:19:23 	Создан заказ	46.158.165.221	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36
2023-12-04 10:34:31 	zakazatZvonok	109.110.91.54	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.2470 YaBrowser/23.11.0.2470 Yowser/2.5 Safari/537.36
2023-12-04 12:26:43 	Создан заказ	95.25.186.193	Десктоп	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36 OPR/95.0.0.0
2023-12-04 12:27:03 	Создан заказ	95.25.186.193	Десктоп	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36 OPR/95.0.0.0
2023-12-04 12:54:45 	Whatsapp	57.129.1.196	Мобильный	Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Mobile/15E148 Safari/604.1
2023-12-04 13:01:11 	Создан заказ	37.78.168.109	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36
2023-12-04 13:01:17 	Создан заказ	37.78.168.109	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36
2023-12-04 13:01:17 	Whatsapp	176.59.70.158	Мобильный	Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1
2023-12-04 13:01:29 	Создан заказ	37.78.168.109	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36
2023-12-04 13:01:41 	Создан заказ	37.78.168.109	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36
2023-12-04 13:19:23 	Whatsapp	193.25.189.1	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.686 YaBrowser/23.9.5.686 Yowser/2.5 Safari/537.36
2023-12-04 13:44:42 	Whatsapp	193.233.123.175	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.686 YaBrowser/23.9.5.686 Yowser/2.5 Safari/537.36
2023-12-04 14:32:44 	Создан заказ	85.174.193.91	Десктоп	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.687 YaBrowser/23.9.5.687 Yowser/2.5 Safari/537.36
2023-12-04 14:33:07 	Создан заказ	85.174.193.91	Десктоп	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.687 YaBrowser/23.9.5.687 Yowser/2.5 Safari/537.36
2023-12-04 14:33:11 	Создан заказ	85.174.193.91	Десктоп	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.687 YaBrowser/23.9.5.687 Yowser/2.5 Safari/537.36
2023-12-04 16:36:28 	Создан заказ	176.59.66.178	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36
2023-12-04 16:36:48 	Создан заказ	176.59.66.178	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36
2023-12-04 16:37:11 	Создан заказ	176.59.66.178	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36
2023-12-04 16:50:58 	Создан заказ	188.162.166.71	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
2023-12-04 16:51:50 	Создан заказ	188.162.166.71	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
2023-12-04 17:19:05 	Создан заказ	37.78.253.230	Десктоп	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36
2023-12-04 17:19:17 	Создан заказ	37.78.253.230	Десктоп	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36
2023-12-04 17:20:10 	Создан заказ	37.78.253.230	Десктоп	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36
2023-12-04 17:20:12 	Создан заказ	37.78.253.230	Десктоп	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36
2023-12-04 17:20:21 	Создан заказ	37.78.253.230	Десктоп	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36
2023-12-04 18:47:01 	Создан заказ	95.25.139.156	Десктоп	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36
2023-12-04 18:47:14 	Создан заказ	95.25.139.156	Десктоп	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36
2023-12-04 18:48:02 	Создан заказ	95.25.139.156	Десктоп	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36
2023-12-04 18:48:08 	Создан заказ	95.25.139.156	Десктоп	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36
2023-12-04 18:48:28 	Создан заказ	95.25.139.156	Десктоп	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36
2023-12-04 21:10:48 	Whatsapp	46.242.105.17	Мобильный	Mozilla/5.0 (Linux; Android 12; Galaxy Note 20) AppleWebKit/537.44 (KHTML, like Gecko) Chrome/118.0.5993.48 Mobile Safari/537.43
2023-12-04 21:28:34 	Whatsapp	95.25.164.232	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36
2023-12-05 09:48:38 	Создан заказ	85.172.38.66	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36
2023-12-05 09:49:26 	Создан заказ	85.172.38.66	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36
2023-12-05 10:19:59 	Создан заказ	31.181.65.198	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
2023-12-05 10:20:02 	Создан заказ	31.181.65.198	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
2023-12-05 10:20:20 	Создан заказ	31.181.65.198	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
2023-12-05 13:01:26 	Создан заказ	95.153.161.74	Мобильный	Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Mobile/15E148 Safari/604.1
2023-12-05 13:03:00 	Создан заказ	95.153.161.74	Мобильный	Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Mobile/15E148 Safari/604.1
2023-12-05 14:21:37 	Создан заказ	188.170.172.237	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36
2023-12-05 14:21:46 	Создан заказ	188.170.172.237	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36
2023-12-05 14:47:01 	Создан заказ	85.173.30.197	Мобильный	Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-A305FN) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/23.0 Chrome/115.0.0.0 Mobile Safari/537.36
2023-12-05 14:47:16 	Создан заказ	85.173.30.197	Мобильный	Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-A305FN) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/23.0 Chrome/115.0.0.0 Mobile Safari/537.36
2023-12-05 14:47:35 	Создан заказ	85.173.30.197	Мобильный	Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-A305FN) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/23.0 Chrome/115.0.0.0 Mobile Safari/537.36
2023-12-05 15:05:31 	Создан заказ	95.25.181.6	Десктоп	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.686 YaBrowser/23.9.5.686 Yowser/2.5 Safari/537.36
2023-12-05 15:05:41 	Создан заказ	95.25.181.6	Десктоп	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.686 YaBrowser/23.9.5.686 Yowser/2.5 Safari/537.36
2023-12-05 15:06:13 	Создан заказ	95.25.181.6	Десктоп	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.686 YaBrowser/23.9.5.686 Yowser/2.5 Safari/537.36
2023-12-05 15:28:21 	Создан заказ	85.173.30.197	Мобильный	Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-A305FN) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/23.0 Chrome/115.0.0.0 Mobile Safari/537.36
2023-12-05 15:34:53 	Создан заказ	51.158.238.194	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
2023-12-05 16:52:30 	Создан заказ	85.249.175.60	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.686 YaBrowser/23.9.5.686 Yowser/2.5 Safari/537.36
2023-12-05 16:53:26 	Создан заказ	85.249.175.60	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.686 YaBrowser/23.9.5.686 Yowser/2.5 Safari/537.36
2023-12-05 16:53:59 	Создан заказ	85.249.175.60	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.686 YaBrowser/23.9.5.686 Yowser/2.5 Safari/537.36
2023-12-05 17:58:40 	Whatsapp	95.30.250.53	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36
2023-12-05 18:31:37 	Создан заказ	178.155.24.4	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36
2023-12-05 18:32:49 	Создан заказ	178.155.24.4	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36
2023-12-05 18:33:10 	Создан заказ	178.155.24.4	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36
2023-12-05 18:37:33 	Whatsapp	95.25.139.156	Десктоп	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36
2023-12-05 18:37:48 	Whatsapp	95.25.139.156	Десктоп	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36
2023-12-05 18:40:56 	zakazatZvonok	95.25.139.156	Десктоп	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36
2023-12-05 20:22:14 	Создан заказ	95.153.179.44	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 12; M2102J20SG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 YaApp_Android/22.114.1 YaSearchBrowser/22.114.1 BroPP/1.0 SA/3 Mobile Safari/537.36
2023-12-05 20:23:02 	Создан заказ	95.153.179.44	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 12; M2102J20SG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 YaApp_Android/22.114.1 YaSearchBrowser/22.114.1 BroPP/1.0 SA/3 Mobile Safari/537.36
2023-12-05 20:23:06 	Создан заказ	95.153.179.44	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 12; M2102J20SG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 YaApp_Android/22.114.1 YaSearchBrowser/22.114.1 BroPP/1.0 SA/3 Mobile Safari/537.36
2023-12-05 20:28:36 	Создан заказ	95.153.179.44	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 12; M2102J20SG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 YaApp_Android/22.114.1 YaSearchBrowser/22.114.1 BroPP/1.0 SA/3 Mobile Safari/537.36
2023-12-05 22:10:13 	Создан заказ	185.52.134.32	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0 (Edition Yx 05)
2023-12-05 22:10:40 	Создан заказ	185.52.134.32	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0 (Edition Yx 05)
2023-12-05 22:10:50 	Создан заказ	185.52.134.32	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0 (Edition Yx 05)
2023-12-05 22:12:15 	zakazatZvonok	95.25.154.24	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 13; RMX3195) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.127 YaApp_Android/20.93.1 YaSearchBrowser/20.93.1 BroPP/1.0 SA/3 Mobile Safari/537.36
2023-12-05 22:19:51 	Whatsapp	45.11.95.105	Мобильный	Mozilla/5.0 (Linux; Android 14; 2302EPCC4I) AppleWebKit/537.44 (KHTML, like Gecko) Chrome/119.0.6045.163 Mobile Safari/537.36
2023-12-06 00:44:57 	Создан заказ	95.25.153.42	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36
2023-12-06 00:45:10 	Создан заказ	95.25.153.42	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36
2023-12-06 02:52:43 	Whatsapp	178.176.74.123	Мобильный	Mozilla/5.0 (Linux; Android 11; Redmi Note 9 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.163 Mobile Safari/537.36
2023-12-06 06:28:19 	Whatsapp	85.249.161.72	Мобильный	Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-A530F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36
2023-12-06 07:23:14 	Создан заказ	95.25.178.2	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0
2023-12-06 07:23:46 	Создан заказ	95.25.178.2	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0
2023-12-06 07:23:58 	Создан заказ	95.25.178.2	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0
2023-12-06 08:42:06 	Создан заказ	193.233.121.47	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 13; SM-A346E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.2332 YaApp_Android/23.110.1 YaSearchBrowser/23.110.1 BroPP/1.0 SA/3 Mobile Safari/537.36
2023-12-06 08:42:43 	Создан заказ	193.233.121.47	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 13; SM-A346E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.2332 YaApp_Android/23.110.1 YaSearchBrowser/23.110.1 BroPP/1.0 SA/3 Mobile Safari/537.36
2023-12-06 08:42:54 	Создан заказ	193.233.121.47	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 13; SM-A346E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.2332 YaApp_Android/23.110.1 YaSearchBrowser/23.110.1 BroPP/1.0 SA/3 Mobile Safari/537.36
2023-12-06 09:17:02 	Создан заказ	78.29.21.155	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:120.0) Gecko/20100101 Firefox/120.0
2023-12-06 09:17:06 	Создан заказ	78.29.21.155	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:120.0) Gecko/20100101 Firefox/120.0
2023-12-06 09:18:14 	Создан заказ	78.29.21.155	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:120.0) Gecko/20100101 Firefox/120.0
2023-12-06 09:18:18 	Создан заказ	78.29.21.155	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:120.0) Gecko/20100101 Firefox/120.0
2023-12-06 09:18:22 	Создан заказ	78.29.21.155	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:120.0) Gecko/20100101 Firefox/120.0
2023-12-06 09:19:27 	Создан заказ	78.29.21.155	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:120.0) Gecko/20100101 Firefox/120.0
